"","error_user","error_item"
"1",-1,0
"2",-1,8.88178419700125e-16
"3",-1,0
"4",0.585041051376143,0.825924769075509
"5",-0.447426781842093,-0.227525459218121
"6",2.55257321815791,2.43481078105572
"7",-0.931006704641831,-0.010055596042422
"8",0.0689932953581689,1
"9",-0.931006704641831,-0.553850439118013
"10",-1.28249985467468,-0.372742176842304
"11",-1.33552220557637,-0.231277938802608
"12",-1.33552220557637,-0.252852194989477
"13",-0.0995963847731991,0.810769741103484
"14",-0.0995963847731991,0.397912892474308
"15",-0.0995963847731991,0.230601251933094
"16",3.28049570455869,2.26617014545769
"17",-1.71950429544131,-2.84204340407474
"18",3.28049570455869,0
"19",-1,8.88178419700125e-16
"20",-1,0
"21",3,4
"22",-0.701661573327827,-0.74872367103371
"23",-0.701661573327827,-0.55550751319897
"24",0.298338426672173,0.883674157626633
"25",4,5
"26",-1,0
"27",-1,0
"28",0.121791425942241,0.595602308446602
"29",0.121791425942241,0.405738846996488
"30",0.121791425942241,0.293594626691192
"31",-1,0
"32",-1,0
"33",4,5
"34",-0.879623022122955,0
"35",-0.949013256668817,-1.39412811096321
"36",-0.949013256668817,-0.759152162431852
"37",-0.828638833674335,-0.363231252683348
"38",-0.859062817617821,-0.935897584476824
"39",-0.859062817617821,-0.760396736193258
"40",-1.36058345882285,-0.241250969136363
"41",-1.36058345882285,-0.172992027415047
"42",-1.36058345882285,-0.753107769899401
"43",-1,0
"44",-1,0
"45",1,2
"46",-0.935951470495981,-0.304191865419652
"47",-0.935951470495981,-0.427403465772597
"48",0.064048529504019,0.389090460435164
"49",-0.581119411314734,-0.62290557690473
"50",-0.581119411314734,-0.362048997142714
"51",-0.790075361805291,-0.86536179081109
"52",-0.851360089375474,-0.649236237219338
"53",-0.887811133696481,-0.191520924586522
"54",-0.887811133696481,-0.852401190336145
"55",-1,0
"56",-1,-8.88178419700125e-16
"57",3,4
"58",-1,0
"59",-1,8.88178419700125e-16
"60",-1,0
"61",-1.41532640502849,-0.570500570225793
"62",-0.415326405028487,0.685111124950539
"63",-1.41532640502849,0
"64",-1,0
"65",-1,0
"66",-1,8.88178419700125e-16
"67",-1,8.88178419700125e-16
"68",-1,0
"69",0,0.999999999999999
"70",-1,0
"71",-1,0
"72",-1,0
"73",-1,0
"74",-1,-8.88178419700125e-16
"75",-1,0
"76",-1.1066841965085,-1.99078599826442
"77",-1.1066841965085,-0.0816880901217161
"78",-1.1066841965085,-2.02308560582103
"79",-1.46382548694714,-0.602137979595737
"80",-1.51359321047496,-3.00071980713329
"81",-1.51359321047496,0
"82",-1,0
"83",-1,0
"84",-1,8.88178419700125e-16
"85",-0.296999599074219,0
"86",0.469000833691464,-1
"87",-0.530999166308536,0
"88",-1.78808775175081,-0.439218199669646
"89",-1.78808775175081,-0.399385788442485
"90",-1.78808775175081,-0.533552694078105
"91",-0.9,0
"92",-1.4,0
"93",-1.4,-5
"94",0,-1.52651719586461
"95",0,-3.11699342492178
"96",3.9,0.5970431601893
"97",-1,0
"98",-1,0
"99",-1,0
"100",-0.956130382229486,-5
"101",-0.956130382229486,0
"102",-0.956130382229486,0
"103",-1.25042958021718,-0.310933108586692
"104",-1.25042958021718,-0.289962790002382
"105",-1.25042958021718,-0.743410764235645
"106",-1,-8.88178419700125e-16
"107",0,0.999999999999999
"108",-1,8.88178419700125e-16
"109",-1,0
"110",-1,0
"111",-1,0
"112",0.440307795189458,0.514389931862379
"113",-0.559692204810542,-0.206877037187247
"114",-0.559692204810542,-0.93907996601622
"115",0,1
"116",-1,0
"117",-1,0
"118",-1,0
"119",0,1
"120",-1,0
"121",-1.53703135145036,-0.504026609779925
"122",-1.53703135145036,-8.88178419700125e-16
"123",-1.53703135145036,-0.495091606093092
"124",-1,8.88178419700125e-16
"125",-1,0
"126",-1,0
"127",-0.784827939345084,0
"128",-0.838620954508813,0
"129",-0.838620954508813,-2
"130",-1.17039847776019,0
"131",-1.35371297730096,-0.546462552375418
"132",-1.35371297730096,-0.262289316546639
"133",-0.718080824918713,-0.144957542218098
"134",-0.718080824918713,-0.170036454330132
"135",-0.718080824918713,-0.189661888269949
"136",-1.5840182515888,-0.205719354955953
"137",-1.5840182515888,0
"138",-1.5840182515888,-0.1687137620076
"139",-1,0
"140",4,5
"141",-1,0
"142",-1,0
"143",-1,0
"144",-1,0
"145",-0.442326316774697,-0.216577359390079
"146",-0.494319124305444,-0.169421208326435
"147",-0.494319124305444,-0.255147813324192
"148",-0.315471549911381,8.88178419700125e-16
"149",-0.508160072374948,0
"150",-0.508160072374948,8.88178419700125e-16
"151",-0.802578460309381,-0.255437515159175
"152",-0.802578460309381,8.88178419700125e-16
"153",-0.802578460309381,-0.200573934237909
"154",-0.980363072041664,-8.88178419700125e-16
"155",-0.184109463593684,0.947853497287372
"156",-1.18410946359368,-0.310050158752243
"157",-1,8.88178419700125e-16
"158",-1,8.88178419700125e-16
"159",-1,0
"160",-0.83924452828444,-0.560049618033672
"161",-0.83924452828444,-0.203933313563252
"162",-0.83924452828444,-0.412989181089274
"163",-1,8.88178419700125e-16
"164",-1,0
"165",-1,0
"166",-1,-8.88178419700125e-16
"167",-1,8.88178419700125e-16
"168",-1,0
"169",-0.897121699867045,-0.502303120946809
"170",-0.897121699867045,-0.118033939813902
"171",0.102878300132955,0.457850083768387
"172",-0.356125572579012,-0.587552960217131
"173",-0.405005229152066,-0.463763230276908
"174",-0.405005229152066,-0.333726990937468
"175",-1,0
"176",-1,0
"177",-1,0
"178",0.326556782873347,1.94062125264159
"179",-1.67344321712665,-0.513557639770171
"180",-1.67344321712665,-0.666612362333849
"181",-0.343053871385657,0
"182",-0.433141433527644,0
"183",-0.478185214598637,0
"184",-1,-1.77635683940025e-15
"185",-1,8.88178419700125e-16
"186",-1,0
"187",-0.200024740071159,-0.358269859634387
"188",0.799975259928841,0.630252214540505
"189",0.799975259928841,0.529164483202673
"190",-0.359842674237414,-0.658390862733743
"191",0.606147462749561,0.980567513329111
"192",0.606147462749561,0.787123080549211
"193",-1,8.88178419700125e-16
"194",-1,0
"195",-1,0
"196",-1,0
"197",-1,0
"198",-1,0
"199",-0.583120830940593,0
"200",-0.627621942689768,-0.199600241349976
"201",0.372378057310232,0.932994101667658
"202",0.302715367524302,1.1567998697284
"203",-1.6972846324757,-0.127633440372153
"204",-1.6972846324757,-1.12230328419288
"205",-0.650602512798388,-0.38053957585529
"206",0.349397487201612,0.51850843734026
"207",-0.650602512798388,-1.10292417524358
"208",-1,0
"209",-1,8.88178419700125e-16
"210",-1,8.88178419700125e-16
"211",-0.461271312215439,8.88178419700125e-16
"212",-0.461271312215439,0
"213",-0.461271312215439,-0.399670241878099
"214",-1,0
"215",-1,0
"216",-1,0
"217",-1,0
"218",-1,0
"219",-1,0
"220",-1,0
"221",4,5
"222",-1,0
"223",-1.55285573955757,0
"224",-1.55285573955757,-2
"225",-1.55285573955757,-2
"226",-0.795572908084468,-0.489158162379746
"227",-0.846679681063351,-4.21615719925722
"228",-0.846679681063351,-2.34258032865779
"229",-0.763051774400806,-0.132572599467367
"230",-0.763051774400806,-0.221002845485569
"231",-0.763051774400806,-0.228826650194788
"232",-0.345203256446436,0.813357515115356
"233",-0.397255842447664,0.791885502213677
"234",-1.39725584244766,-0.428250860964307
"235",-0.688680569018232,-1
"236",-0.688680569018232,0
"237",-0.688680569018232,-1
"238",-1.06428350503926,-0.391225641023852
"239",-1.08120569747952,-0.0261775657049057
"240",-1.08120569747952,-0.0751281446687129
"241",0,1
"242",0,1
"243",0,1
"244",1.49667590071158,1.77401256704792
"245",-0.503324099288425,-0.727815724202316
"246",-0.512777726681807,-0.782015863309293
"247",-1,0
"248",-1,0
"249",-1,0
"250",-1.22226505676149,-0.492683174291466
"251",0.777734943238506,1.4493698653332
"252",-1.22226505676149,-0.63091142515434
"253",-1,0
"254",-1,0
"255",-1,-8.88178419700125e-16
"256",-1,0
"257",-1,0
"258",-1,-8.88178419700125e-16
"259",-1,-8.88178419700125e-16
"260",-1,0
"261",-1,0
"262",-1,0
"263",-1,0
"264",1,2
"265",0.67092320951889,0.774476960962788
"266",-0.466908042090755,-0.172425575081665
"267",-0.466908042090755,0
"268",0.0509581366366234,-0.556971491366771
"269",-0.949041863363377,-1.22281994781515
"270",0.0509581366366234,0.0970128227450644
"271",-1,0
"272",-1,0
"273",-1,0
"274",-0.434240236252982,-0.509135878915115
"275",-0.434240236252982,-1.0532661138396
"276",-0.434240236252982,-1.02373076759327
"277",-0.500788884709794,1
"278",-1.50078888470979,0
"279",-1.50078888470979,-0.360358182827238
"280",-0.534340319631612,-0.0962040837024674
"281",-0.631305506851776,-0.272957762139894
"282",-0.631305506851776,-0.33617053250746
"283",-1,0
"284",-1,-8.88178419700125e-16
"285",-1,-8.88178419700125e-16
"286",-0.925756448648617,-1.21409405913815
"287",-0.969394417742635,-1.00193505571613
"288",-1.01939031376746,-1.58047423940384
"289",-0.520497052137131,-1.60767013214633
"290",-0.549791806194317,-0.272475533692325
"291",-0.549791806194317,-0.901942862778211
"292",-1,0
"293",-1,0
"294",-1,0
"295",-1,0
"296",-1,0
"297",-1,0
"298",-0.478656223236669,0
"299",-0.565722692075442,-0.475447938020775
"300",-0.652789160914216,-0.386794954836839
"301",-1,0
"302",-1,0
"303",-1,-8.88178419700125e-16
"304",-0.600340926254981,-0.544592460645995
"305",-0.600340926254981,-0.443122745237352
"306",-0.600340926254981,-0.739159673425692
"307",-1,0
"308",-1,0
"309",-1,8.88178419700125e-16
"310",-1,0
"311",-1,0
"312",-1,0
"313",2,3
"314",-1,0
"315",-1,0
"316",-1,8.88178419700125e-16
"317",-1,8.88178419700125e-16
"318",-1,0
"319",-1,-8.88178419700125e-16
"320",-1,0
"321",-1,-8.88178419700125e-16
"322",-1.55910800514689,0
"323",-1.55910800514689,-2.62127042109562
"324",-1.55910800514689,-1.80492081086266
"325",-0.52450279867109,0.999999999999999
"326",-1.52450279867109,-0.158758642064629
"327",-1.52450279867109,-0.219750582322159
"328",0.0427850383280868,0.657811892695988
"329",-0.957214961671913,-0.456155260993317
"330",1.04278503832809,1.62624403396697
"331",-1,0
"332",0,1
"333",-1,0
"334",-0.947439234882776,-0.806847583618286
"335",-0.947439234882776,-0.885665401091219
"336",-0.947439234882776,-1.88338322445267
"337",-1,0
"338",-1,0
"339",-1,0
"340",-1,0
"341",-1,0
"342",-1,0
"343",-0.605572538904955,-0.0428400739789554
"344",-0.620480982300919,-0.401182049655417
"345",-0.620480982300919,-0.376233886937542
"346",-1.3738310109313,-0.52763161672982
"347",-1.3738310109313,-0.356102262126414
"348",-1.3738310109313,-0.559898890756697
"349",-1,0
"350",-1,0
"351",-1,-8.88178419700125e-16
"352",-1,0
"353",-1,0
"354",-1,-8.88178419700125e-16
"355",-0.713047299838036,-0.365108329384863
"356",-0.713047299838036,0
"357",-0.713047299838036,-0.120855280872918
"358",-1,0
"359",-1,0
"360",-1,0
"361",-0.633131220550277,-2
"362",-0.633131220550277,-2
"363",-0.633131220550277,-2
"364",-0.598090735746203,-3
"365",-0.598090735746203,-1
"366",4.4019092642538,2
"367",-0.459334705575632,0
"368",-0.478659167044365,0
"369",-0.478659167044365,0
"370",-1,0
"371",-1,0
"372",-1,0
"373",-1,0
"374",-1,0
"375",-1,0
"376",-1,0
"377",-1,0
"378",-1,0
"379",0,1
"380",-1,0
"381",-1,0
"382",1.763419779832,2.68487146680617
"383",-0.236580220167996,0.825658830932618
"384",2.763419779832,3.66881928806866
"385",0.769164025241657,0.404010503350009
"386",-0.230835974758343,-0.39774729705035
"387",-0.230835974758343,-8.88178419700125e-16
"388",0,1
"389",-1,0
"390",0,1
"391",-1,8.88178419700125e-16
"392",-1,-8.88178419700125e-16
"393",-1,-8.88178419700125e-16
"394",2.38490184942667,3
"395",-0.867364212554575,0
"396",-0.867364212554575,0
"397",-1,0
"398",-1,8.88178419700125e-16
"399",0,1
"400",-1,0
"401",-1,0
"402",-1,0
"403",1,2
"404",-1,0
"405",0,1
"406",-1.73741254426688,0
"407",-1.73741254426688,0
"408",-0.737412544266884,1
"409",-1,8.88178419700125e-16
"410",-1,8.88178419700125e-16
"411",-1,0
"412",-1.41532640502849,-8.88178419700125e-16
"413",-1.41532640502849,-0.278795432540995
"414",-0.415326405028486,0.71735278776822
"415",1,2
"416",-1,0
"417",1,2
"418",-1.70313107688936,-0.343730679663977
"419",-1.70313107688936,-0.259432238156056
"420",-1.70313107688936,-0.184999234197503
"421",0,1
"422",-1,0
"423",0,1
"424",-1,0
"425",-1,0
"426",-1,0
"427",-1.55382577921634,-0.222799859402006
"428",-1.55382577921634,-8.88178419700125e-16
"429",-1.55382577921634,-0.106057122592588
"430",-1,0
"431",-1,0
"432",-1,0
"433",-1,0
"434",0,0.999999999999999
"435",-1,-8.88178419700125e-16
"436",-0.383411776978492,1
"437",-0.383411776978492,-1
"438",-0.383411776978492,1
"439",-1,-1.77635683940025e-15
"440",-1,8.88178419700125e-16
"441",-1,8.88178419700125e-16
"442",-1,0
"443",0,1
"444",-1,0
"445",-1,0
"446",-1,8.88178419700125e-16
"447",-1,-8.88178419700125e-16
"448",-0.600946169790586,8.88178419700125e-16
"449",-0.610639293245512,8.88178419700125e-16
"450",-0.610639293245512,0
"451",-1,0
"452",0,1
"453",-1,0
"454",-1,-8.88178419700125e-16
"455",-1,-8.88178419700125e-16
"456",-1,0
"457",-0.623853495484836,-0.864360669620435
"458",-0.623853495484836,-8.88178419700125e-16
"459",-0.623853495484836,-1
"460",0.764852737759279,0.199293447966413
"461",-0.235147262240721,-0.443962527106001
"462",0.748475263606895,0.398559123182553
"463",-1,0
"464",-1,0
"465",0,1
"466",2,3
"467",-1,0
"468",1,2
"469",-1.36404066777447,0
"470",-0.364040667774472,0.531163617001389
"471",-1.36404066777447,0
"472",-1.3,0
"473",-1.3,-1
"474",-1.3,-1
"475",-1,-1
"476",-1,-1
"477",-1,-1
"478",0,1
"479",-1,0
"480",0,1
"481",-0.887337381963329,-0.324673979179498
"482",-0.953117200763277,8.88178419700125e-16
"483",-1.02061679941948,-0.24086513774614
"484",-1,-5
"485",-1,-5
"486",-1,-5
"487",-1,0
"488",-1,0
"489",0,1
"490",-0.760645707947226,0
"491",-0.760645707947226,0
"492",0.239354292052774,1
"493",-1.15823500433084,-0.333293568570778
"494",-1.15823500433084,-0.532566203757737
"495",-1.15823500433084,-1.09116879619446
"496",0.493476610609639,1.92227357501903
"497",-1.50652338939036,-0.291308806807724
"498",-0.553205874136156,0.136587124144527
"499",-1.33825686238272,-0.852160635952797
"500",-0.338256862382718,-0.555594302198116
"501",-0.338256862382718,-0.621749152985756
"502",1.60128278042417,1.20975528860695
"503",-0.398717219575834,-1.59861992207167
"504",-0.398717219575834,0
"505",-0.889638399872458,0
"506",-0.889638399872458,0
"507",0.110361600127542,-1
"508",0.45613248751475,0.371850966640119
"509",-0.54386751248525,0
"510",0.45613248751475,0.272898238288723
"511",-0.491565219957113,-1
"512",1.50843478004289,1
"513",-0.491565219957113,-1
"514",0,1
"515",-1,0
"516",-1,0
"517",-1,0
"518",-1,0
"519",-1,0
"520",-1,0
"521",4,5
"522",-1,0
"523",-1.44735166559237,-1.72612638444222
"524",0.552648334407628,1.55805653803477
"525",-1.44735166559237,-1.46575178933978
"526",-1,0
"527",-1,0
"528",-1,0
"529",-1,0
"530",-1,0
"531",-1,0
"532",4,5
"533",4,5
"534",-1,0
"535",-1.65642573251709,-0.33313240360762
"536",-0.656425732517085,0.812162038770401
"537",-0.656425732517085,0.832658628613663
"538",-1,0
"539",-1,0
"540",4,5
"541",-1.65912108462047,-1.2984536304583
"542",-1.65912108462047,-0.480573589393402
"543",-1.65912108462047,-2.19886297252314
"544",-1,0
"545",-1,0
"546",-1,0
"547",-0.579593445833559,-0.827924867163648
"548",-0.579593445833559,-0.435502742989189
"549",-0.579593445833559,-0.3769952063638
"550",-1,0
"551",-1,0
"552",-1,0
"553",-1.15018503309083,-1
"554",-0.150185033090827,0.991175725680629
"555",-0.150185033090827,0.748708314137169
"556",-0.850254211929799,8.88178419700125e-16
"557",-0.950549811068539,-0.46366807683157
"558",-0.950549811068539,-0.415810828440493
"559",-1.68327733657155,-0.188326117021526
"560",-0.683277336571552,0.999999999999999
"561",-1.68327733657155,-0.36279099548635
"562",-1,0
"563",-1,0
"564",-1,0
"565",-1,0
"566",-1,0
"567",-1,0
"568",-0.863897743511577,0
"569",-0.863897743511577,8.88178419700125e-16
"570",-1.03576563522712,-0.0435828925446575
"571",-1,0
"572",-1,0
"573",-1,8.88178419700125e-16
"574",-1,0
"575",-1,0
"576",-1,0
"577",-1,0
"578",-1,0
"579",-1,0
"580",-0.433713214980637,-1.66193879483139
"581",-0.433713214980637,8.88178419700125e-16
"582",-0.433713214980637,-0.377710389267334
"583",-0.9,0.822838746069315
"584",-0.9,0.392167633388534
"585",-0.9,0
"586",-0.525925535613474,0
"587",-0.595550768724613,-0.0248992167917921
"588",-0.595550768724613,-0.370568446014206
"589",-1,0
"590",-1,0
"591",-1,0
"592",-0.723680553936823,-0.25480588940008
"593",-0.723680553936823,-0.238036611707427
"594",-0.723680553936823,-0.238134770993396
"595",-1,0
"596",-1,0
"597",0,1
"598",-0.499043188588534,-0.292530705717041
"599",-0.565585189820302,-0.447984452496678
"600",-0.565585189820302,-0.220352260519071
"601",-1,0
"602",-1,0
"603",-1,0
"604",-1,0
"605",-1,0
"606",0,1
"607",-0.421014312741465,0
"608",0.578985687258535,1
"609",-0.421014312741465,-1
"610",-1.59090909090909,-1.0158778931722
"611",-1.59090909090909,-0.871003035215695
"612",-1.59090909090909,-1.43563763812651
"613",-0.880892389557455,-0.239369739893434
"614",-1.15212306782695,-0.159601671685332
"615",1.84787693217305,1.31276791558401
"616",-1,0
"617",-1,0
"618",-1,0
"619",-1,0
"620",-1,0
"621",-1,0
"622",-0.439800395815899,0
"623",-0.490412895160167,-1
"624",-0.490412895160167,-1
"625",-0.793391342233254,-0.159116441849629
"626",0.163259792780059,0.645885189255961
"627",0.163259792780059,0.805769115131993
"628",-1,0
"629",0,1
"630",-1,0
"631",-1,0
"632",-1,8.88178419700125e-16
"633",-1,-8.88178419700125e-16
"634",-1.26903850536855,-0.591627029472802
"635",-1.26903850536855,-0.866923013921019
"636",-1.26903850536855,-0.385882551957063
"637",-0.399395535170917,-2
"638",-1.39939553517092,0
"639",-1.39939553517092,0
"640",-1,0
"641",-1,0
"642",-1,0
"643",-0.402410948926081,0
"644",-0.402410948926081,-1
"645",2.59758905107392,2
"646",-0.51381076754438,-0.920232608981536
"647",-0.557942363949511,-2.02188660775382
"648",-0.578816931315972,-1.96836964511476
"649",-1,-8.88178419700125e-16
"650",-1,0
"651",-1,0
"652",-1,0
"653",-1,0
"654",-1,0
"655",-1,0
"656",0,1
"657",0,1
"658",-1,0
"659",-1,0
"660",-1,0
"661",0.103384960611735,1
"662",0.973419078123383,1.8561138103415
"663",-1.04802677494143,-0.0657322536389495
"664",-1,0
"665",-1,-8.88178419700125e-16
"666",-1,0
"667",-1,0
"668",-1,0
"669",-1,0
"670",-1.13304942159926,-1
"671",-0.133049421599255,0
"672",-1.13304942159926,0
"673",0.55580605102242,0.721483677502943
"674",-0.44419394897758,-0.692436471636097
"675",-0.44419394897758,-0.655441994841885
"676",-1,0
"677",-1,0
"678",-1,0
"679",-1,-1
"680",-1,-1
"681",-1,-1
"682",-0.248180490763011,1
"683",-0.248180490763011,1
"684",-0.248180490763011,-1
"685",-1,0
"686",-1,0
"687",-1,0
"688",-1,0
"689",-1,0
"690",-1,0
"691",-1,-8.88178419700125e-16
"692",0,1
"693",-1,-8.88178419700125e-16
"694",-1,0
"695",-1,0
"696",0,1
"697",-1.06014402383985,-2.40783825808122
"698",3.93985597616015,3.83921624386242
"699",-1.06014402383985,-0.811736490076117
"700",-1,0
"701",0,1
"702",-1,0
