"user_id","recipe_code","recipe_name","user_pred","item_pred","actual","error_user","error_item"
"u_1oKVZPP8jYZRYPrNWRdDSTevmF4","12700","Big Soft Ginger Cookies",4,5,5,-1,0
"u_1oKVZPP8jYZRYPrNWRdDSTevmF4","32264","Easy Chicken Enchiladas",4,5,5,-1,8.88178419700125e-16
"u_1oKVZPP8jYZRYPrNWRdDSTevmF4","9010","Favorite Dutch Apple Pie",4,5,5,-1,0
"u_1oKVZT7bnHOk8MH7Aom0wkTCJNo","2912","Zucchini Pizza Casserole",4.58504105137614,4.82592476907551,4,0.585041051376143,0.825924769075509
"u_1oKVZT7bnHOk8MH7Aom0wkTCJNo","19731","Cauliflower Soup",4.55257321815791,4.77247454078188,5,-0.447426781842093,-0.227525459218121
"u_1oKVZT7bnHOk8MH7Aom0wkTCJNo","41384","Black Bean ‘n’ Pumpkin Chili",4.55257321815791,4.43481078105572,2,2.55257321815791,2.43481078105572
"u_1oKVZTHTqi7N4NPqNxPS2XB2asz","19731","Cauliflower Soup",4.06899329535817,4.98994440395758,5,-0.931006704641831,-0.010055596042422
"u_1oKVZTHTqi7N4NPqNxPS2XB2asz","36450","Fluffy Key Lime Pie",4.06899329535817,5,4,0.0689932953581689,1
"u_1oKVZTHTqi7N4NPqNxPS2XB2asz","38183","Baked Tilapia",4.06899329535817,4.44614956088199,5,-0.931006704641831,-0.553850439118013
"u_1oKVZTi0UOjTtdNBtFIYYHyN2x6","39549","Forgotten Jambalaya",3.71750014532532,4.6272578231577,5,-1.28249985467468,-0.372742176842304
"u_1oKVZTi0UOjTtdNBtFIYYHyN2x6","39334","Chicken Penne Casserole",3.66447779442363,4.76872206119739,5,-1.33552220557637,-0.231277938802608
"u_1oKVZTi0UOjTtdNBtFIYYHyN2x6","11588","Slow-Cooker Lasagna",3.66447779442363,4.74714780501052,5,-1.33552220557637,-0.252852194989477
"u_1oKVZUMDcz6fqhcfNkITken7Qof","386","Hot Milk Cake",3.9004036152268,4.81076974110348,4,-0.0995963847731991,0.810769741103484
"u_1oKVZUMDcz6fqhcfNkITken7Qof","9735","Comforting Chicken Noodle Soup",3.9004036152268,4.39791289247431,4,-0.0995963847731991,0.397912892474308
"u_1oKVZUMDcz6fqhcfNkITken7Qof","33121","Chocolate Chip Oatmeal Cookies",3.9004036152268,4.23060125193309,4,-0.0995963847731991,0.230601251933094
"u_1oKVZXzP64U03Y1r3DIJ5He5wZl","8431","Rhubarb Custard Bars",3.28049570455869,2.26617014545769,0,3.28049570455869,2.26617014545769
"u_1oKVZXzP64U03Y1r3DIJ5He5wZl","2832","Cheeseburger Soup",3.28049570455869,2.15795659592526,5,-1.71950429544131,-2.84204340407474
"u_1oKVZXzP64U03Y1r3DIJ5He5wZl","74724","Chocolate Guinness Cake",3.28049570455869,0,0,3.28049570455869,0
"u_1oKVZagX4nkLravRce6v3sDjTYT","9735","Comforting Chicken Noodle Soup",4,5,5,-1,8.88178419700125e-16
"u_1oKVZagX4nkLravRce6v3sDjTYT","1063","Frosted Banana Bars",4,5,5,-1,0
"u_1oKVZagX4nkLravRce6v3sDjTYT","36217","Creamy Macaroni and Cheese",4,5,1,3,4
"u_1oKVZangmN67bJNxpyD1j55VJCj","12700","Big Soft Ginger Cookies",4.29833842667217,4.25127632896629,5,-0.701661573327827,-0.74872367103371
"u_1oKVZangmN67bJNxpyD1j55VJCj","19731","Cauliflower Soup",4.29833842667217,4.44449248680103,5,-0.701661573327827,-0.55550751319897
"u_1oKVZangmN67bJNxpyD1j55VJCj","9739","Best Ever Potato Soup",4.29833842667217,4.88367415762663,4,0.298338426672173,0.883674157626633
"u_1oKVZaxgZr9JqCUTsowfyIT48aS","12700","Big Soft Ginger Cookies",4,5,0,4,5
"u_1oKVZaxgZr9JqCUTsowfyIT48aS","16458","Cherry Bars",4,5,5,-1,0
"u_1oKVZaxgZr9JqCUTsowfyIT48aS","32535","Creamy Grape Salad",4,5,5,-1,0
"u_1oKVZayWppErhTC8Zdspk9bGr7q","2912","Zucchini Pizza Casserole",4.12179142594224,4.5956023084466,4,0.121791425942241,0.595602308446602
"u_1oKVZayWppErhTC8Zdspk9bGr7q","9010","Favorite Dutch Apple Pie",4.12179142594224,4.40573884699649,4,0.121791425942241,0.405738846996488
"u_1oKVZayWppErhTC8Zdspk9bGr7q","12734","Cheesy Ham Chowder",4.12179142594224,4.29359462669119,4,0.121791425942241,0.293594626691192
"u_1oKVZb4mPvJPUKjhJKYa3BYsPlI","27626","Skillet Shepherd’s Pie",4,5,5,-1,0
"u_1oKVZb4mPvJPUKjhJKYa3BYsPlI","20170","Taco Lasagna",4,5,5,-1,0
"u_1oKVZb4mPvJPUKjhJKYa3BYsPlI","33206","Pineapple Orange Cake",4,5,0,4,5
"u_1oKVZbcNg5NYW87grfhDXNePwbL","32248","Smothered Chicken Breasts",4.12037697787705,5,5,-0.879623022122955,0
"u_1oKVZbcNg5NYW87grfhDXNePwbL","2912","Zucchini Pizza Casserole",4.05098674333118,3.60587188903679,5,-0.949013256668817,-1.39412811096321
"u_1oKVZbcNg5NYW87grfhDXNePwbL","42873","Teriyaki Chicken Thighs",4.05098674333118,4.24084783756815,5,-0.949013256668817,-0.759152162431852
"u_1oKVZd0VlaqtDDqRaaytyYAEs0W","31278","Corn Pudding",4.17136116632567,4.63676874731665,5,-0.828638833674335,-0.363231252683348
"u_1oKVZd0VlaqtDDqRaaytyYAEs0W","7539","Fluffy Pancakes",4.14093718238218,4.06410241552318,5,-0.859062817617821,-0.935897584476824
"u_1oKVZd0VlaqtDDqRaaytyYAEs0W","12259","Banana Bars with Cream Cheese Frosting",4.14093718238218,4.23960326380674,5,-0.859062817617821,-0.760396736193258
"u_1oKVZdmUbQTYMVdbXOpVfRQuHm9","27626","Skillet Shepherd’s Pie",3.63941654117715,4.75874903086364,5,-1.36058345882285,-0.241250969136363
"u_1oKVZdmUbQTYMVdbXOpVfRQuHm9","23222","Baked Mushroom Chicken",3.63941654117715,4.82700797258495,5,-1.36058345882285,-0.172992027415047
"u_1oKVZdmUbQTYMVdbXOpVfRQuHm9","20170","Taco Lasagna",3.63941654117715,4.2468922301006,5,-1.36058345882285,-0.753107769899401
"u_1oKVZdntxwYzxksw1IqW0kld9jH","2912","Zucchini Pizza Casserole",4,5,5,-1,0
"u_1oKVZdntxwYzxksw1IqW0kld9jH","12347","Creamy Coleslaw",4,5,5,-1,0
"u_1oKVZdntxwYzxksw1IqW0kld9jH","8015","Easy Peanut Butter Fudge",4,5,3,1,2
"u_1oKVZeBF1kxL7nJslWTFvZBiWnF","100276","Grilled Huli Huli Chicken",4.06404852950402,4.69580813458035,5,-0.935951470495981,-0.304191865419652
"u_1oKVZeBF1kxL7nJslWTFvZBiWnF","19731","Cauliflower Soup",4.06404852950402,4.5725965342274,5,-0.935951470495981,-0.427403465772597
"u_1oKVZeBF1kxL7nJslWTFvZBiWnF","82745","Mamaw Emily’s Strawberry Cake",4.06404852950402,4.38909046043516,4,0.064048529504019,0.389090460435164
"u_1oKVZfPfAjHBTg3w5dVHbNyXh0J","41384","Black Bean ‘n’ Pumpkin Chili",4.41888058868527,4.37709442309527,5,-0.581119411314734,-0.62290557690473
"u_1oKVZfPfAjHBTg3w5dVHbNyXh0J","1324","Porcupine Meatballs",4.41888058868527,4.63795100285729,5,-0.581119411314734,-0.362048997142714
"u_1oKVZfPfAjHBTg3w5dVHbNyXh0J","386","Hot Milk Cake",4.20992463819471,4.13463820918891,5,-0.790075361805291,-0.86536179081109
"u_1oKVZfQBhgRUCOwfHv6F4RA51zQ","3058","Winning Apple Crisp",4.14863991062453,4.35076376278066,5,-0.851360089375474,-0.649236237219338
"u_1oKVZfQBhgRUCOwfHv6F4RA51zQ","386","Hot Milk Cake",4.11218886630352,4.80847907541348,5,-0.887811133696481,-0.191520924586522
"u_1oKVZfQBhgRUCOwfHv6F4RA51zQ","18341","Bacon Macaroni Salad",4.11218886630352,4.14759880966386,5,-0.887811133696481,-0.852401190336145
"u_1oKVZg1DVmIpML6RYl0Vhh6hcJm","100276","Grilled Huli Huli Chicken",4,5,5,-1,0
"u_1oKVZg1DVmIpML6RYl0Vhh6hcJm","19731","Cauliflower Soup",4,5,5,-1,-8.88178419700125e-16
"u_1oKVZg1DVmIpML6RYl0Vhh6hcJm","42873","Teriyaki Chicken Thighs",4,5,1,3,4
"u_1oKVZhrnNwRcxmUDVcErr7TGlOt","27626","Skillet Shepherd’s Pie",4,5,5,-1,0
"u_1oKVZhrnNwRcxmUDVcErr7TGlOt","6086","Apple Pie",4,5,5,-1,8.88178419700125e-16
"u_1oKVZhrnNwRcxmUDVcErr7TGlOt","38550","Special Banana Nut Bread",4,5,5,-1,0
"u_1oKVZiDrHBo4Zdm6cgk1gQTUTue","2912","Zucchini Pizza Casserole",3.58467359497151,4.42949942977421,5,-1.41532640502849,-0.570500570225793
"u_1oKVZiDrHBo4Zdm6cgk1gQTUTue","19731","Cauliflower Soup",3.58467359497151,4.68511112495054,4,-0.415326405028487,0.685111124950539
"u_1oKVZiDrHBo4Zdm6cgk1gQTUTue","18274","Ravioli Lasagna",3.58467359497151,5,5,-1.41532640502849,0
"u_1oKVZiIZuaKs3QSzgHgkH01L7pA","2912","Zucchini Pizza Casserole",4,5,5,-1,0
"u_1oKVZiIZuaKs3QSzgHgkH01L7pA","31278","Corn Pudding",4,5,5,-1,0
"u_1oKVZiIZuaKs3QSzgHgkH01L7pA","35766","Cheeseburger Paradise Soup",4,5,5,-1,8.88178419700125e-16
"u_1oKVZibiPJd5Mv0tuRswBqWOVWD","100276","Grilled Huli Huli Chicken",4,5,5,-1,8.88178419700125e-16
"u_1oKVZibiPJd5Mv0tuRswBqWOVWD","32264","Easy Chicken Enchiladas",4,5,5,-1,0
"u_1oKVZibiPJd5Mv0tuRswBqWOVWD","414","Lemon Blueberry Bread",4,5,4,0,0.999999999999999
"u_1oKVZjMqpb2ffF1WdpSK4BVAEa8","28058","Shrimp Scampi",4,5,5,-1,0
"u_1oKVZjMqpb2ffF1WdpSK4BVAEa8","1693","Moist Chocolate Cake",4,5,5,-1,0
"u_1oKVZjMqpb2ffF1WdpSK4BVAEa8","33457","Chunky Apple Cake",4,5,5,-1,0
"u_1oKVZjPKhLDLXjT59RoLFX6cU1D","6504","Mom’s Meat Loaf",4,5,5,-1,0
"u_1oKVZjPKhLDLXjT59RoLFX6cU1D","414","Lemon Blueberry Bread",4,5,5,-1,-8.88178419700125e-16
"u_1oKVZjPKhLDLXjT59RoLFX6cU1D","3143","Pumpkin Bars",4,5,5,-1,0
"u_1oKVZjhJTlE5YiXkfXN8aXlWlCt","12540","Flavorful Chicken Fajitas",3.8933158034915,3.00921400173558,5,-1.1066841965085,-1.99078599826442
"u_1oKVZjhJTlE5YiXkfXN8aXlWlCt","3058","Winning Apple Crisp",3.8933158034915,4.91831190987828,5,-1.1066841965085,-0.0816880901217161
"u_1oKVZjhJTlE5YiXkfXN8aXlWlCt","34347","Lime Chicken Tacos",3.8933158034915,2.97691439417897,5,-1.1066841965085,-2.02308560582103
"u_1oKVZk5SSueZta9FvIxnrCQtSGW","38550","Special Banana Nut Bread",3.53617451305286,4.39786202040426,5,-1.46382548694714,-0.602137979595737
"u_1oKVZk5SSueZta9FvIxnrCQtSGW","17826","Amish Breakfast Casserole",3.48640678952504,1.99928019286671,5,-1.51359321047496,-3.00071980713329
"u_1oKVZk5SSueZta9FvIxnrCQtSGW","14600","Buttery Cornbread",3.48640678952504,5,5,-1.51359321047496,0
"u_1oKVZkwou43a0PL7Aw0NCrDXTLL","7708","Basic Banana Muffins",4,5,5,-1,0
"u_1oKVZkwou43a0PL7Aw0NCrDXTLL","82745","Mamaw Emily’s Strawberry Cake",4,5,5,-1,0
"u_1oKVZkwou43a0PL7Aw0NCrDXTLL","18345","Simple Au Gratin Potatoes",4,5,5,-1,8.88178419700125e-16
"u_1oKVZlMudnv9nvcRGj6fHB8YogN","100276","Grilled Huli Huli Chicken",4.70300040092578,5,5,-0.296999599074219,0
"u_1oKVZlMudnv9nvcRGj6fHB8YogN","16458","Cherry Bars",4.46900083369146,3,4,0.469000833691464,-1
"u_1oKVZlMudnv9nvcRGj6fHB8YogN","1063","Frosted Banana Bars",4.46900083369146,5,5,-0.530999166308536,0
"u_1oKVZlYEnQRAz1PMlNmla7icLvh","2912","Zucchini Pizza Casserole",3.21191224824919,4.56078180033035,5,-1.78808775175081,-0.439218199669646
"u_1oKVZlYEnQRAz1PMlNmla7icLvh","1063","Frosted Banana Bars",3.21191224824919,4.60061421155751,5,-1.78808775175081,-0.399385788442485
"u_1oKVZlYEnQRAz1PMlNmla7icLvh","45495","Gluten-Free Banana Bread",3.21191224824919,4.46644730592189,5,-1.78808775175081,-0.533552694078105
"u_1oKVZlbJsKnks4yML21aFN0AsFC","12259","Banana Bars with Cream Cheese Frosting",4.1,5,5,-0.9,0
"u_1oKVZlbJsKnks4yML21aFN0AsFC","15805","Bruschetta Chicken",3.6,5,5,-1.4,0
"u_1oKVZlbJsKnks4yML21aFN0AsFC","32535","Creamy Grape Salad",3.6,0,5,-1.4,-5
"u_1oKVZlgwPbb4xAJfv7aJ5rVDToV","1081","Baked Spaghetti",4,2.47348280413539,4,0,-1.52651719586461
"u_1oKVZlgwPbb4xAJfv7aJ5rVDToV","19201","Peanut Butter Chocolate Dessert",4,0.883006575078215,4,0,-3.11699342492178
"u_1oKVZlgwPbb4xAJfv7aJ5rVDToV","18341","Bacon Macaroni Salad",3.9,0.5970431601893,0,3.9,0.5970431601893
"u_1oKVZlqtik5GdyvxcpjrBeLXcAj","7178","Zucchini Cupcake",4,5,5,-1,0
"u_1oKVZlqtik5GdyvxcpjrBeLXcAj","414","Lemon Blueberry Bread",4,5,5,-1,0
"u_1oKVZlqtik5GdyvxcpjrBeLXcAj","19201","Peanut Butter Chocolate Dessert",4,5,5,-1,0
"u_1oKVZm06HuAJvEWFCoYwuCc19vS","8431","Rhubarb Custard Bars",4.04386961777051,0,5,-0.956130382229486,-5
"u_1oKVZm06HuAJvEWFCoYwuCc19vS","1081","Baked Spaghetti",4.04386961777051,5,5,-0.956130382229486,0
"u_1oKVZm06HuAJvEWFCoYwuCc19vS","9739","Best Ever Potato Soup",4.04386961777051,5,5,-0.956130382229486,0
"u_1oKVZm5d8Npa5RlveMvKKkQPaMO","12700","Big Soft Ginger Cookies",3.74957041978282,4.68906689141331,5,-1.25042958021718,-0.310933108586692
"u_1oKVZm5d8Npa5RlveMvKKkQPaMO","7178","Zucchini Cupcake",3.74957041978282,4.71003720999762,5,-1.25042958021718,-0.289962790002382
"u_1oKVZm5d8Npa5RlveMvKKkQPaMO","8015","Easy Peanut Butter Fudge",3.74957041978282,4.25658923576435,5,-1.25042958021718,-0.743410764235645
"u_1oKVZmYPulmUFbvGiBA8U3uRR6D","41101","Rustic Italian Tortellini Soup",4,5,5,-1,-8.88178419700125e-16
"u_1oKVZmYPulmUFbvGiBA8U3uRR6D","43675","Macaroni Coleslaw",4,5,4,0,0.999999999999999
"u_1oKVZmYPulmUFbvGiBA8U3uRR6D","9739","Best Ever Potato Soup",4,5,5,-1,8.88178419700125e-16
"u_1oKVZmwriM0KG2XqP8kbU6HI0zG","957","Sandy’s Chocolate Cake",4,5,5,-1,0
"u_1oKVZmwriM0KG2XqP8kbU6HI0zG","6086","Apple Pie",4,5,5,-1,0
"u_1oKVZmwriM0KG2XqP8kbU6HI0zG","414","Lemon Blueberry Bread",4,5,5,-1,0
"u_1oKVZoIOMWJ2j7TA7py2BIbf1mm","100276","Grilled Huli Huli Chicken",4.44030779518946,4.51438993186238,4,0.440307795189458,0.514389931862379
"u_1oKVZoIOMWJ2j7TA7py2BIbf1mm","7708","Basic Banana Muffins",4.44030779518946,4.79312296281275,5,-0.559692204810542,-0.206877037187247
"u_1oKVZoIOMWJ2j7TA7py2BIbf1mm","6504","Mom’s Meat Loaf",4.44030779518946,4.06092003398378,5,-0.559692204810542,-0.93907996601622
"u_1oKVZoToVmKg9kqZJaYvVAhSJye","9735","Comforting Chicken Noodle Soup",4,5,4,0,1
"u_1oKVZoToVmKg9kqZJaYvVAhSJye","141947","Ham and Swiss Sliders",4,5,5,-1,0
"u_1oKVZoToVmKg9kqZJaYvVAhSJye","19201","Peanut Butter Chocolate Dessert",4,5,5,-1,0
"u_1oKVZouKxf9kEgBI2iNLhgLJaQW","28058","Shrimp Scampi",4,5,5,-1,0
"u_1oKVZouKxf9kEgBI2iNLhgLJaQW","3290","Brown Sugar Oatmeal Pancakes",4,5,4,0,1
"u_1oKVZouKxf9kEgBI2iNLhgLJaQW","10252","Li’l Cheddar Meat Loaves",4,5,5,-1,0
"u_1oKVZpdzBp5PQHOM4PGQOZo1ujc","12700","Big Soft Ginger Cookies",3.46296864854964,4.49597339022008,5,-1.53703135145036,-0.504026609779925
"u_1oKVZpdzBp5PQHOM4PGQOZo1ujc","6504","Mom’s Meat Loaf",3.46296864854964,5,5,-1.53703135145036,-8.88178419700125e-16
"u_1oKVZpdzBp5PQHOM4PGQOZo1ujc","33457","Chunky Apple Cake",3.46296864854964,4.50490839390691,5,-1.53703135145036,-0.495091606093092
"u_1oKVZq0tGK7kyYh5lp0OIz0R5lr","28058","Shrimp Scampi",4,5,5,-1,8.88178419700125e-16
"u_1oKVZq0tGK7kyYh5lp0OIz0R5lr","27434","Asian Chicken Thighs",4,5,5,-1,0
"u_1oKVZq0tGK7kyYh5lp0OIz0R5lr","34347","Lime Chicken Tacos",4,5,5,-1,0
"u_1oKVZq3XZc7rlFFpMKTJiO6avza","12734","Cheesy Ham Chowder",4.21517206065492,5,5,-0.784827939345084,0
"u_1oKVZq3XZc7rlFFpMKTJiO6avza","100276","Grilled Huli Huli Chicken",4.16137904549119,5,5,-0.838620954508813,0
"u_1oKVZq3XZc7rlFFpMKTJiO6avza","21444","Favorite Chicken Potpie",4.16137904549119,3,5,-0.838620954508813,-2
"u_1oKVZq6jGTHyihxoH2RVdJkhrnL","27434","Asian Chicken Thighs",3.82960152223981,5,5,-1.17039847776019,0
"u_1oKVZq6jGTHyihxoH2RVdJkhrnL","7708","Basic Banana Muffins",3.64628702269904,4.45353744762458,5,-1.35371297730096,-0.546462552375418
"u_1oKVZq6jGTHyihxoH2RVdJkhrnL","45495","Gluten-Free Banana Bread",3.64628702269904,4.73771068345336,5,-1.35371297730096,-0.262289316546639
"u_1oKVZrio6gkgxWk5Rf9YriPLADZ","11767","Quick Cream of Mushroom Soup",4.28191917508129,4.8550424577819,5,-0.718080824918713,-0.144957542218098
"u_1oKVZrio6gkgxWk5Rf9YriPLADZ","32264","Easy Chicken Enchiladas",4.28191917508129,4.82996354566987,5,-0.718080824918713,-0.170036454330132
"u_1oKVZrio6gkgxWk5Rf9YriPLADZ","18345","Simple Au Gratin Potatoes",4.28191917508129,4.81033811173005,5,-0.718080824918713,-0.189661888269949
"u_1oKVZrsL1wk4KPtOJ5My718YJcV","100276","Grilled Huli Huli Chicken",3.4159817484112,4.79428064504405,5,-1.5840182515888,-0.205719354955953
"u_1oKVZrsL1wk4KPtOJ5My718YJcV","32264","Easy Chicken Enchiladas",3.4159817484112,5,5,-1.5840182515888,0
"u_1oKVZrsL1wk4KPtOJ5My718YJcV","33743","Tennessee Peach Pudding",3.4159817484112,4.8312862379924,5,-1.5840182515888,-0.1687137620076
"u_1oKVZsc5N0Y7ltHsKAfmNihfU08","17826","Amish Breakfast Casserole",4,5,5,-1,0
"u_1oKVZsc5N0Y7ltHsKAfmNihfU08","7178","Zucchini Cupcake",4,5,0,4,5
"u_1oKVZsc5N0Y7ltHsKAfmNihfU08","34347","Lime Chicken Tacos",4,5,5,-1,0
"u_1oKVZskcWCF2NqqbEvMCAEXAZIG","41101","Rustic Italian Tortellini Soup",4,5,5,-1,0
"u_1oKVZskcWCF2NqqbEvMCAEXAZIG","33457","Chunky Apple Cake",4,5,5,-1,0
"u_1oKVZskcWCF2NqqbEvMCAEXAZIG","27696","Flavorful Pot Roast",4,5,5,-1,0
"u_1oKVZtNaDTX6quIM5AQfn79uJpz","14299","Creamy White Chili",4.5576736832253,4.78342264060992,5,-0.442326316774697,-0.216577359390079
"u_1oKVZtNaDTX6quIM5AQfn79uJpz","10252","Li’l Cheddar Meat Loaves",4.50568087569456,4.83057879167356,5,-0.494319124305444,-0.169421208326435
"u_1oKVZtNaDTX6quIM5AQfn79uJpz","3143","Pumpkin Bars",4.50568087569456,4.74485218667581,5,-0.494319124305444,-0.255147813324192
"u_1oKVZtSdpfy5KrVbAXHeHU0QI4v","39549","Forgotten Jambalaya",4.68452845008862,5,5,-0.315471549911381,8.88178419700125e-16
"u_1oKVZtSdpfy5KrVbAXHeHU0QI4v","2912","Zucchini Pizza Casserole",4.49183992762505,5,5,-0.508160072374948,0
"u_1oKVZtSdpfy5KrVbAXHeHU0QI4v","7178","Zucchini Cupcake",4.49183992762505,5,5,-0.508160072374948,8.88178419700125e-16
"u_1oKVZtjpAd6NHkGeOEGAxusDfKE","41101","Rustic Italian Tortellini Soup",4.19742153969062,4.74456248484083,5,-0.802578460309381,-0.255437515159175
"u_1oKVZtjpAd6NHkGeOEGAxusDfKE","41384","Black Bean ‘n’ Pumpkin Chili",4.19742153969062,5,5,-0.802578460309381,8.88178419700125e-16
"u_1oKVZtjpAd6NHkGeOEGAxusDfKE","12259","Banana Bars with Cream Cheese Frosting",4.19742153969062,4.79942606576209,5,-0.802578460309381,-0.200573934237909
"u_1oKVZtw5YkzvxHnWY47AALJJRN1","7178","Zucchini Cupcake",4.01963692795834,5,5,-0.980363072041664,-8.88178419700125e-16
"u_1oKVZtw5YkzvxHnWY47AALJJRN1","12700","Big Soft Ginger Cookies",3.81589053640632,4.94785349728737,4,-0.184109463593684,0.947853497287372
"u_1oKVZtw5YkzvxHnWY47AALJJRN1","34347","Lime Chicken Tacos",3.81589053640632,4.68994984124776,5,-1.18410946359368,-0.310050158752243
"u_1oKVZuqBVMf8IBAX9Lp2wMHJFOL","2832","Cheeseburger Soup",4,5,5,-1,8.88178419700125e-16
"u_1oKVZuqBVMf8IBAX9Lp2wMHJFOL","12259","Banana Bars with Cream Cheese Frosting",4,5,5,-1,8.88178419700125e-16
"u_1oKVZuqBVMf8IBAX9Lp2wMHJFOL","1821","Blueberry French Toast",4,5,5,-1,0
"u_1oKVZv53OoxaUD2jE14MmsDU0KQ","17826","Amish Breakfast Casserole",4.16075547171556,4.43995038196633,5,-0.83924452828444,-0.560049618033672
"u_1oKVZv53OoxaUD2jE14MmsDU0KQ","16579","Chicken Wild Rice Soup",4.16075547171556,4.79606668643675,5,-0.83924452828444,-0.203933313563252
"u_1oKVZv53OoxaUD2jE14MmsDU0KQ","18345","Simple Au Gratin Potatoes",4.16075547171556,4.58701081891073,5,-0.83924452828444,-0.412989181089274
"u_1oKVZvIFnVLOdDi0G2Umj0dp5NA","957","Sandy’s Chocolate Cake",4,5,5,-1,8.88178419700125e-16
"u_1oKVZvIFnVLOdDi0G2Umj0dp5NA","191775","Egg Roll Noodle Bowl",4,5,5,-1,0
"u_1oKVZvIFnVLOdDi0G2Umj0dp5NA","19201","Peanut Butter Chocolate Dessert",4,5,5,-1,0
"u_1oKVZvcir01Ja6U1XIczcrh8mbP","2832","Cheeseburger Soup",4,5,5,-1,-8.88178419700125e-16
