"user_id","user_name","recipe_code","recipe_name","predicted_rating"
"u_1oKVZPP8jYZRYPrNWRdDSTevmF4","afoth73","32480","Basic Homemade Bread",5
"u_1oKVZPP8jYZRYPrNWRdDSTevmF4","afoth73","23222","Baked Mushroom Chicken",5
"u_1oKVZPP8jYZRYPrNWRdDSTevmF4","afoth73","2872","Stuffed Pepper Soup",5
"u_1oKVZPP8jYZRYPrNWRdDSTevmF4","afoth73","32248","Smothered Chicken Breasts",5
"u_1oKVZPP8jYZRYPrNWRdDSTevmF4","afoth73","7178","Zucchini Cupcake",5
"u_1oKVZT7bnHOk8MH7Aom0wkTCJNo","ahmom","46655","Chocolate-Strawberry Celebration Cake",4.93477658505548
"u_1oKVZT7bnHOk8MH7Aom0wkTCJNo","ahmom","42386","Pumpkin Spice Cupcakes with Cream Cheese Frosting",4.92988948622424
"u_1oKVZT7bnHOk8MH7Aom0wkTCJNo","ahmom","74724","Chocolate Guinness Cake",4.92968823366936
"u_1oKVZT7bnHOk8MH7Aom0wkTCJNo","ahmom","14600","Buttery Cornbread",4.91693105611652
"u_1oKVZT7bnHOk8MH7Aom0wkTCJNo","ahmom","8431","Rhubarb Custard Bars",4.91110503600544
"u_1oKVZTHTqi7N4NPqNxPS2XB2asz","mythyagain","24886","Chicken and Dumplings",5
"u_1oKVZTHTqi7N4NPqNxPS2XB2asz","mythyagain","3683","Caramel Heavenlies",5
"u_1oKVZTHTqi7N4NPqNxPS2XB2asz","mythyagain","11330","Twice-Baked Potato Casserole",4.99272645884173
"u_1oKVZTHTqi7N4NPqNxPS2XB2asz","mythyagain","27675","Peanut Butter Cup Cheesecake",4.95214182317812
"u_1oKVZTHTqi7N4NPqNxPS2XB2asz","mythyagain","23222","Baked Mushroom Chicken",4.9412706600679
"u_1oKVZTi0UOjTtdNBtFIYYHyN2x6","LauraManning","3309","Best Ever Banana Bread",5
"u_1oKVZTi0UOjTtdNBtFIYYHyN2x6","LauraManning","7178","Zucchini Cupcake",5
"u_1oKVZTi0UOjTtdNBtFIYYHyN2x6","LauraManning","11330","Twice-Baked Potato Casserole",5
"u_1oKVZTi0UOjTtdNBtFIYYHyN2x6","LauraManning","21444","Favorite Chicken Potpie",5
"u_1oKVZTi0UOjTtdNBtFIYYHyN2x6","LauraManning","33206","Pineapple Orange Cake",5
"u_1oKVZUMDcz6fqhcfNkITken7Qof","Amy the Midwife","3143","Pumpkin Bars",4.799299632087
"u_1oKVZUMDcz6fqhcfNkITken7Qof","Amy the Midwife","17826","Amish Breakfast Casserole",4.68359327387257
"u_1oKVZUMDcz6fqhcfNkITken7Qof","Amy the Midwife","39545","White Bean Chicken Chili",4.66904274361507
"u_1oKVZUMDcz6fqhcfNkITken7Qof","Amy the Midwife","38183","Baked Tilapia",4.66841098422943
"u_1oKVZUMDcz6fqhcfNkITken7Qof","Amy the Midwife","39334","Chicken Penne Casserole",4.65426919288888
"u_1oKVZXzP64U03Y1r3DIJ5He5wZl","sstetzel","38183","Baked Tilapia",3.45954600396251
"u_1oKVZXzP64U03Y1r3DIJ5He5wZl","sstetzel","34347","Lime Chicken Tacos",3.42755821251264
"u_1oKVZXzP64U03Y1r3DIJ5He5wZl","sstetzel","3683","Caramel Heavenlies",3.41882550148179
"u_1oKVZXzP64U03Y1r3DIJ5He5wZl","sstetzel","3290","Brown Sugar Oatmeal Pancakes",3.04941946465406
"u_1oKVZXzP64U03Y1r3DIJ5He5wZl","sstetzel","7539","Fluffy Pancakes",3.02535249436243
"u_1oKVZagX4nkLravRce6v3sDjTYT","Worshipguy","16579","Chicken Wild Rice Soup",5
"u_1oKVZagX4nkLravRce6v3sDjTYT","Worshipguy","12003","Traditional Lasagna",5
"u_1oKVZagX4nkLravRce6v3sDjTYT","Worshipguy","9739","Best Ever Potato Soup",5
"u_1oKVZagX4nkLravRce6v3sDjTYT","Worshipguy","3058","Winning Apple Crisp",5
"u_1oKVZagX4nkLravRce6v3sDjTYT","Worshipguy","414","Lemon Blueberry Bread",5
"u_1oKVZangmN67bJNxpyD1j55VJCj","tsuop","2912","Zucchini Pizza Casserole",5
"u_1oKVZangmN67bJNxpyD1j55VJCj","tsuop","36450","Fluffy Key Lime Pie",5
"u_1oKVZangmN67bJNxpyD1j55VJCj","tsuop","38183","Baked Tilapia",5
"u_1oKVZangmN67bJNxpyD1j55VJCj","tsuop","45495","Gluten-Free Banana Bread",5
"u_1oKVZangmN67bJNxpyD1j55VJCj","tsuop","42386","Pumpkin Spice Cupcakes with Cream Cheese Frosting",5
"u_1oKVZaxgZr9JqCUTsowfyIT48aS","gina.kapfhamer","4383","First-Place Coconut Macaroons",5
"u_1oKVZaxgZr9JqCUTsowfyIT48aS","gina.kapfhamer","1196","Pumpkin Bread",5
"u_1oKVZaxgZr9JqCUTsowfyIT48aS","gina.kapfhamer","43675","Macaroni Coleslaw",5
"u_1oKVZaxgZr9JqCUTsowfyIT48aS","gina.kapfhamer","26937","Pineapple Pudding Cake",5
"u_1oKVZaxgZr9JqCUTsowfyIT48aS","gina.kapfhamer","27696","Flavorful Pot Roast",5
"u_1oKVZayWppErhTC8Zdspk9bGr7q","jmkasprak","32480","Basic Homemade Bread",4.79536709552246
"u_1oKVZayWppErhTC8Zdspk9bGr7q","jmkasprak","7539","Fluffy Pancakes",4.7949803022082
"u_1oKVZayWppErhTC8Zdspk9bGr7q","jmkasprak","6086","Apple Pie",4.79114151913332
"u_1oKVZayWppErhTC8Zdspk9bGr7q","jmkasprak","21444","Favorite Chicken Potpie",4.76540737388765
"u_1oKVZayWppErhTC8Zdspk9bGr7q","jmkasprak","1081","Baked Spaghetti",4.76473685419338
"u_1oKVZb4mPvJPUKjhJKYa3BYsPlI","slocook805","2912","Zucchini Pizza Casserole",5
"u_1oKVZb4mPvJPUKjhJKYa3BYsPlI","slocook805","8431","Rhubarb Custard Bars",5
"u_1oKVZb4mPvJPUKjhJKYa3BYsPlI","slocook805","9735","Comforting Chicken Noodle Soup",5
"u_1oKVZb4mPvJPUKjhJKYa3BYsPlI","slocook805","141947","Ham and Swiss Sliders",5
"u_1oKVZb4mPvJPUKjhJKYa3BYsPlI","slocook805","32264","Easy Chicken Enchiladas",5
"u_1oKVZbcNg5NYW87grfhDXNePwbL","danielleylee","1196","Pumpkin Bread",5
"u_1oKVZbcNg5NYW87grfhDXNePwbL","danielleylee","2872","Stuffed Pepper Soup",5
"u_1oKVZbcNg5NYW87grfhDXNePwbL","danielleylee","36450","Fluffy Key Lime Pie",5
"u_1oKVZbcNg5NYW87grfhDXNePwbL","danielleylee","41095","Contest-Winning New England Clam Chowder",5
"u_1oKVZbcNg5NYW87grfhDXNePwbL","danielleylee","10248","Garlic Beef Enchiladas",5
"u_1oKVZd0VlaqtDDqRaaytyYAEs0W","TNbluffbaker","3290","Brown Sugar Oatmeal Pancakes",4.84778677890356
"u_1oKVZd0VlaqtDDqRaaytyYAEs0W","TNbluffbaker","33206","Pineapple Orange Cake",4.8342137777115
"u_1oKVZd0VlaqtDDqRaaytyYAEs0W","TNbluffbaker","41095","Contest-Winning New England Clam Chowder",4.82898344889864
"u_1oKVZd0VlaqtDDqRaaytyYAEs0W","TNbluffbaker","11767","Quick Cream of Mushroom Soup",4.82816849941855
"u_1oKVZd0VlaqtDDqRaaytyYAEs0W","TNbluffbaker","8015","Easy Peanut Butter Fudge",4.82014932771425
"u_1oKVZdmUbQTYMVdbXOpVfRQuHm9","No_Time_To_Cook","4383","First-Place Coconut Macaroons",5
"u_1oKVZdmUbQTYMVdbXOpVfRQuHm9","No_Time_To_Cook","386","Hot Milk Cake",5
"u_1oKVZdmUbQTYMVdbXOpVfRQuHm9","No_Time_To_Cook","8431","Rhubarb Custard Bars",5
"u_1oKVZdmUbQTYMVdbXOpVfRQuHm9","No_Time_To_Cook","14299","Creamy White Chili",5
"u_1oKVZdmUbQTYMVdbXOpVfRQuHm9","No_Time_To_Cook","6086","Apple Pie",5
"u_1oKVZdntxwYzxksw1IqW0kld9jH","redcow","27626","Skillet Shepherd’s Pie",5
"u_1oKVZdntxwYzxksw1IqW0kld9jH","redcow","3290","Brown Sugar Oatmeal Pancakes",5
"u_1oKVZdntxwYzxksw1IqW0kld9jH","redcow","6504","Mom’s Meat Loaf",5
"u_1oKVZdntxwYzxksw1IqW0kld9jH","redcow","12734","Cheesy Ham Chowder",5
"u_1oKVZdntxwYzxksw1IqW0kld9jH","redcow","42873","Teriyaki Chicken Thighs",5
"u_1oKVZeBF1kxL7nJslWTFvZBiWnF","rwippel","33457","Chunky Apple Cake",4.90723015209227
"u_1oKVZeBF1kxL7nJslWTFvZBiWnF","rwippel","191775","Egg Roll Noodle Bowl",4.88845049908339
"u_1oKVZeBF1kxL7nJslWTFvZBiWnF","rwippel","26937","Pineapple Pudding Cake",4.87454323356899
"u_1oKVZeBF1kxL7nJslWTFvZBiWnF","rwippel","32264","Easy Chicken Enchiladas",4.87309147621233
"u_1oKVZeBF1kxL7nJslWTFvZBiWnF","rwippel","36450","Fluffy Key Lime Pie",4.85916476904243
"u_1oKVZfPfAjHBTg3w5dVHbNyXh0J","Summy","39334","Chicken Penne Casserole",5
"u_1oKVZfPfAjHBTg3w5dVHbNyXh0J","Summy","33121","Chocolate Chip Oatmeal Cookies",5
"u_1oKVZfPfAjHBTg3w5dVHbNyXh0J","Summy","19201","Peanut Butter Chocolate Dessert",5
"u_1oKVZfPfAjHBTg3w5dVHbNyXh0J","Summy","8202","Simple Taco Soup",5
"u_1oKVZfPfAjHBTg3w5dVHbNyXh0J","Summy","8431","Rhubarb Custard Bars",5
"u_1oKVZfQBhgRUCOwfHv6F4RA51zQ","Sue Zappa","2912","Zucchini Pizza Casserole",5
"u_1oKVZfQBhgRUCOwfHv6F4RA51zQ","Sue Zappa","2872","Stuffed Pepper Soup",5
"u_1oKVZfQBhgRUCOwfHv6F4RA51zQ","Sue Zappa","82745","Mamaw Emily’s Strawberry Cake",5
"u_1oKVZfQBhgRUCOwfHv6F4RA51zQ","Sue Zappa","1324","Porcupine Meatballs",5
"u_1oKVZfQBhgRUCOwfHv6F4RA51zQ","Sue Zappa","8431","Rhubarb Custard Bars",5
"u_1oKVZg1DVmIpML6RYl0Vhh6hcJm","rebelwithoutaclue","7539","Fluffy Pancakes",5
"u_1oKVZg1DVmIpML6RYl0Vhh6hcJm","rebelwithoutaclue","2912","Zucchini Pizza Casserole",5
"u_1oKVZg1DVmIpML6RYl0Vhh6hcJm","rebelwithoutaclue","26937","Pineapple Pudding Cake",5
"u_1oKVZg1DVmIpML6RYl0Vhh6hcJm","rebelwithoutaclue","6086","Apple Pie",5
"u_1oKVZg1DVmIpML6RYl0Vhh6hcJm","rebelwithoutaclue","33206","Pineapple Orange Cake",5
"u_1oKVZhrnNwRcxmUDVcErr7TGlOt","VictoriaElaine","45495","Gluten-Free Banana Bread",5
"u_1oKVZhrnNwRcxmUDVcErr7TGlOt","VictoriaElaine","386","Hot Milk Cake",5
"u_1oKVZhrnNwRcxmUDVcErr7TGlOt","VictoriaElaine","8431","Rhubarb Custard Bars",5
"u_1oKVZhrnNwRcxmUDVcErr7TGlOt","VictoriaElaine","11767","Quick Cream of Mushroom Soup",5
"u_1oKVZhrnNwRcxmUDVcErr7TGlOt","VictoriaElaine","9735","Comforting Chicken Noodle Soup",5
"u_1oKVZiDrHBo4Zdm6cgk1gQTUTue","DeliciouslyResourceful_Gina","3290","Brown Sugar Oatmeal Pancakes",5
"u_1oKVZiDrHBo4Zdm6cgk1gQTUTue","DeliciouslyResourceful_Gina","32535","Creamy Grape Salad",5
"u_1oKVZiDrHBo4Zdm6cgk1gQTUTue","DeliciouslyResourceful_Gina","28058","Shrimp Scampi",5
"u_1oKVZiDrHBo4Zdm6cgk1gQTUTue","DeliciouslyResourceful_Gina","3309","Best Ever Banana Bread",5
"u_1oKVZiDrHBo4Zdm6cgk1gQTUTue","DeliciouslyResourceful_Gina","32480","Basic Homemade Bread",5
"u_1oKVZiIZuaKs3QSzgHgkH01L7pA","Angel182009","100276","Grilled Huli Huli Chicken",5
"u_1oKVZiIZuaKs3QSzgHgkH01L7pA","Angel182009","12700","Big Soft Ginger Cookies",5
"u_1oKVZiIZuaKs3QSzgHgkH01L7pA","Angel182009","1196","Pumpkin Bread",5
"u_1oKVZiIZuaKs3QSzgHgkH01L7pA","Angel182009","3309","Best Ever Banana Bread",5
"u_1oKVZiIZuaKs3QSzgHgkH01L7pA","Angel182009","39545","White Bean Chicken Chili",5
"u_1oKVZibiPJd5Mv0tuRswBqWOVWD","jstowellsupermom","24886","Chicken and Dumplings",5
"u_1oKVZibiPJd5Mv0tuRswBqWOVWD","jstowellsupermom","2912","Zucchini Pizza Casserole",5
"u_1oKVZibiPJd5Mv0tuRswBqWOVWD","jstowellsupermom","12700","Big Soft Ginger Cookies",5
"u_1oKVZibiPJd5Mv0tuRswBqWOVWD","jstowellsupermom","27626","Skillet Shepherd’s Pie",5
"u_1oKVZibiPJd5Mv0tuRswBqWOVWD","jstowellsupermom","3309","Best Ever Banana Bread",5
"u_1oKVZjMqpb2ffF1WdpSK4BVAEa8","cherylyoung","17826","Amish Breakfast Casserole",5
"u_1oKVZjMqpb2ffF1WdpSK4BVAEa8","cherylyoung","10248","Garlic Beef Enchiladas",5
"u_1oKVZjMqpb2ffF1WdpSK4BVAEa8","cherylyoung","8431","Rhubarb Custard Bars",5
"u_1oKVZjMqpb2ffF1WdpSK4BVAEa8","cherylyoung","100276","Grilled Huli Huli Chicken",5
"u_1oKVZjMqpb2ffF1WdpSK4BVAEa8","cherylyoung","12700","Big Soft Ginger Cookies",5
"u_1oKVZjPKhLDLXjT59RoLFX6cU1D","dawnrosanne","33206","Pineapple Orange Cake",5
"u_1oKVZjPKhLDLXjT59RoLFX6cU1D","dawnrosanne","39334","Chicken Penne Casserole",5
"u_1oKVZjPKhLDLXjT59RoLFX6cU1D","dawnrosanne","12700","Big Soft Ginger Cookies",5
"u_1oKVZjPKhLDLXjT59RoLFX6cU1D","dawnrosanne","17826","Amish Breakfast Casserole",5
"u_1oKVZjPKhLDLXjT59RoLFX6cU1D","dawnrosanne","957","Sandy’s Chocolate Cake",5
"u_1oKVZjhJTlE5YiXkfXN8aXlWlCt","BakinGymnast","39334","Chicken Penne Casserole",5
"u_1oKVZjhJTlE5YiXkfXN8aXlWlCt","BakinGymnast","100276","Grilled Huli Huli Chicken",5
"u_1oKVZjhJTlE5YiXkfXN8aXlWlCt","BakinGymnast","33743","Tennessee Peach Pudding",5
"u_1oKVZjhJTlE5YiXkfXN8aXlWlCt","BakinGymnast","2832","Cheeseburger Soup",5
"u_1oKVZjhJTlE5YiXkfXN8aXlWlCt","BakinGymnast","32480","Basic Homemade Bread",5
"u_1oKVZk5SSueZta9FvIxnrCQtSGW","zookeeperk","3309","Best Ever Banana Bread",5
"u_1oKVZk5SSueZta9FvIxnrCQtSGW","zookeeperk","191775","Egg Roll Noodle Bowl",5
"u_1oKVZk5SSueZta9FvIxnrCQtSGW","zookeeperk","33743","Tennessee Peach Pudding",5
"u_1oKVZk5SSueZta9FvIxnrCQtSGW","zookeeperk","386","Hot Milk Cake",5
"u_1oKVZk5SSueZta9FvIxnrCQtSGW","zookeeperk","957","Sandy’s Chocolate Cake",5
"u_1oKVZkwou43a0PL7Aw0NCrDXTLL","Debglass11","36217","Creamy Macaroni and Cheese",5
"u_1oKVZkwou43a0PL7Aw0NCrDXTLL","Debglass11","2912","Zucchini Pizza Casserole",5
"u_1oKVZkwou43a0PL7Aw0NCrDXTLL","Debglass11","28058","Shrimp Scampi",5
"u_1oKVZkwou43a0PL7Aw0NCrDXTLL","Debglass11","7752","Chocolate Caramel Candy",5
"u_1oKVZkwou43a0PL7Aw0NCrDXTLL","Debglass11","43675","Macaroni Coleslaw",5
"u_1oKVZlMudnv9nvcRGj6fHB8YogN","wintermom9597","39334","Chicken Penne Casserole",5
"u_1oKVZlMudnv9nvcRGj6fHB8YogN","wintermom9597","45495","Gluten-Free Banana Bread",5
"u_1oKVZlMudnv9nvcRGj6fHB8YogN","wintermom9597","1081","Baked Spaghetti",4.96040905164218
"u_1oKVZlMudnv9nvcRGj6fHB8YogN","wintermom9597","19201","Peanut Butter Chocolate Dessert",4.95330446461076
"u_1oKVZlMudnv9nvcRGj6fHB8YogN","wintermom9597","32264","Easy Chicken Enchiladas",4.92850533579225
"u_1oKVZlYEnQRAz1PMlNmla7icLvh","MissKarla","26937","Pineapple Pudding Cake",5
"u_1oKVZlYEnQRAz1PMlNmla7icLvh","MissKarla","3683","Caramel Heavenlies",5
"u_1oKVZlYEnQRAz1PMlNmla7icLvh","MissKarla","11767","Quick Cream of Mushroom Soup",5
"u_1oKVZlYEnQRAz1PMlNmla7icLvh","MissKarla","1324","Porcupine Meatballs",5
"u_1oKVZlYEnQRAz1PMlNmla7icLvh","MissKarla","33743","Tennessee Peach Pudding",4.98069956984324
"u_1oKVZlbJsKnks4yML21aFN0AsFC","saw-whet","19731","Cauliflower Soup",5
"u_1oKVZlbJsKnks4yML21aFN0AsFC","saw-whet","41384","Black Bean ‘n’ Pumpkin Chili",5
"u_1oKVZlbJsKnks4yML21aFN0AsFC","saw-whet","16458","Cherry Bars",5
"u_1oKVZlbJsKnks4yML21aFN0AsFC","saw-whet","33743","Tennessee Peach Pudding",5
"u_1oKVZlbJsKnks4yML21aFN0AsFC","saw-whet","2912","Zucchini Pizza Casserole",5
"u_1oKVZlgwPbb4xAJfv7aJ5rVDToV","Psalm127-3","3683","Caramel Heavenlies",4.64861764391042
"u_1oKVZlgwPbb4xAJfv7aJ5rVDToV","Psalm127-3","1063","Frosted Banana Bars",3.29946275956952
"u_1oKVZlgwPbb4xAJfv7aJ5rVDToV","Psalm127-3","3058","Winning Apple Crisp",2.88432651260206
"u_1oKVZlgwPbb4xAJfv7aJ5rVDToV","Psalm127-3","414","Lemon Blueberry Bread",2.8385744205263
"u_1oKVZlgwPbb4xAJfv7aJ5rVDToV","Psalm127-3","18345","Simple Au Gratin Potatoes",2.76727137975184
"u_1oKVZlqtik5GdyvxcpjrBeLXcAj","contrarywife","8431","Rhubarb Custard Bars",5
"u_1oKVZlqtik5GdyvxcpjrBeLXcAj","contrarywife","17826","Amish Breakfast Casserole",5
"u_1oKVZlqtik5GdyvxcpjrBeLXcAj","contrarywife","7708","Basic Banana Muffins",5
"u_1oKVZlqtik5GdyvxcpjrBeLXcAj","contrarywife","1196","Pumpkin Bread",5
"u_1oKVZlqtik5GdyvxcpjrBeLXcAj","contrarywife","2872","Stuffed Pepper Soup",5
"u_1oKVZm06HuAJvEWFCoYwuCc19vS","l2bake","14600","Buttery Cornbread",5
"u_1oKVZm06HuAJvEWFCoYwuCc19vS","l2bake","100276","Grilled Huli Huli Chicken",5
"u_1oKVZm06HuAJvEWFCoYwuCc19vS","l2bake","41101","Rustic Italian Tortellini Soup",5
"u_1oKVZm06HuAJvEWFCoYwuCc19vS","l2bake","11767","Quick Cream of Mushroom Soup",5
"u_1oKVZm06HuAJvEWFCoYwuCc19vS","l2bake","18341","Bacon Macaroni Salad",5
"u_1oKVZm5d8Npa5RlveMvKKkQPaMO","homemadewithlove","11767","Quick Cream of Mushroom Soup",5
"u_1oKVZm5d8Npa5RlveMvKKkQPaMO","homemadewithlove","17310","Seafood Lasagna",5
"u_1oKVZm5d8Npa5RlveMvKKkQPaMO","homemadewithlove","45495","Gluten-Free Banana Bread",5
"u_1oKVZm5d8Npa5RlveMvKKkQPaMO","homemadewithlove","2872","Stuffed Pepper Soup",4.92075435869577
"u_1oKVZm5d8Npa5RlveMvKKkQPaMO","homemadewithlove","7539","Fluffy Pancakes",4.90586701102219
"u_1oKVZmYPulmUFbvGiBA8U3uRR6D","justmbeth","42386","Pumpkin Spice Cupcakes with Cream Cheese Frosting",5
"u_1oKVZmYPulmUFbvGiBA8U3uRR6D","justmbeth","27626","Skillet Shepherd’s Pie",5
"u_1oKVZmYPulmUFbvGiBA8U3uRR6D","justmbeth","7708","Basic Banana Muffins",5
"u_1oKVZmYPulmUFbvGiBA8U3uRR6D","justmbeth","32480","Basic Homemade Bread",5
"u_1oKVZmYPulmUFbvGiBA8U3uRR6D","justmbeth","11588","Slow-Cooker Lasagna",5
"u_1oKVZmwriM0KG2XqP8kbU6HI0zG","carolynstowers","38183","Baked Tilapia",5
"u_1oKVZmwriM0KG2XqP8kbU6HI0zG","carolynstowers","41095","Contest-Winning New England Clam Chowder",5
"u_1oKVZmwriM0KG2XqP8kbU6HI0zG","carolynstowers","24886","Chicken and Dumplings",5
"u_1oKVZmwriM0KG2XqP8kbU6HI0zG","carolynstowers","8431","Rhubarb Custard Bars",5
"u_1oKVZmwriM0KG2XqP8kbU6HI0zG","carolynstowers","39334","Chicken Penne Casserole",5
"u_1oKVZoIOMWJ2j7TA7py2BIbf1mm","mjlouk","33457","Chunky Apple Cake",4.90009702322874
"u_1oKVZoIOMWJ2j7TA7py2BIbf1mm","mjlouk","8015","Easy Peanut Butter Fudge",4.85402325735449
"u_1oKVZoIOMWJ2j7TA7py2BIbf1mm","mjlouk","31278","Corn Pudding",4.83641465845091
"u_1oKVZoIOMWJ2j7TA7py2BIbf1mm","mjlouk","38550","Special Banana Nut Bread",4.8130396660299
"u_1oKVZoIOMWJ2j7TA7py2BIbf1mm","mjlouk","11588","Slow-Cooker Lasagna",4.81078118935607
"u_1oKVZoToVmKg9kqZJaYvVAhSJye","rena 55","41384","Black Bean ‘n’ Pumpkin Chili",5
"u_1oKVZoToVmKg9kqZJaYvVAhSJye","rena 55","38183","Baked Tilapia",5
"u_1oKVZoToVmKg9kqZJaYvVAhSJye","rena 55","11330","Twice-Baked Potato Casserole",5
"u_1oKVZoToVmKg9kqZJaYvVAhSJye","rena 55","74724","Chocolate Guinness Cake",5
"u_1oKVZoToVmKg9kqZJaYvVAhSJye","rena 55","36217","Creamy Macaroni and Cheese",5
"u_1oKVZouKxf9kEgBI2iNLhgLJaQW","NanZim","32480","Basic Homemade Bread",5
"u_1oKVZouKxf9kEgBI2iNLhgLJaQW","NanZim","26937","Pineapple Pudding Cake",5
"u_1oKVZouKxf9kEgBI2iNLhgLJaQW","NanZim","14600","Buttery Cornbread",5
"u_1oKVZouKxf9kEgBI2iNLhgLJaQW","NanZim","46655","Chocolate-Strawberry Celebration Cake",5
"u_1oKVZouKxf9kEgBI2iNLhgLJaQW","NanZim","6504","Mom’s Meat Loaf",5
"u_1oKVZpdzBp5PQHOM4PGQOZo1ujc","meaganteal","100276","Grilled Huli Huli Chicken",5
"u_1oKVZpdzBp5PQHOM4PGQOZo1ujc","meaganteal","14299","Creamy White Chili",5
"u_1oKVZpdzBp5PQHOM4PGQOZo1ujc","meaganteal","12540","Flavorful Chicken Fajitas",5
"u_1oKVZpdzBp5PQHOM4PGQOZo1ujc","meaganteal","31278","Corn Pudding",5
"u_1oKVZpdzBp5PQHOM4PGQOZo1ujc","meaganteal","39334","Chicken Penne Casserole",5
"u_1oKVZq0tGK7kyYh5lp0OIz0R5lr","lmmanda","16458","Cherry Bars",5
"u_1oKVZq0tGK7kyYh5lp0OIz0R5lr","lmmanda","12700","Big Soft Ginger Cookies",5
"u_1oKVZq0tGK7kyYh5lp0OIz0R5lr","lmmanda","9735","Comforting Chicken Noodle Soup",5
"u_1oKVZq0tGK7kyYh5lp0OIz0R5lr","lmmanda","18341","Bacon Macaroni Salad",5
"u_1oKVZq0tGK7kyYh5lp0OIz0R5lr","lmmanda","2832","Cheeseburger Soup",5
"u_1oKVZq3XZc7rlFFpMKTJiO6avza","DWare5883","9735","Comforting Chicken Noodle Soup",5
"u_1oKVZq3XZc7rlFFpMKTJiO6avza","DWare5883","11588","Slow-Cooker Lasagna",5
"u_1oKVZq3XZc7rlFFpMKTJiO6avza","DWare5883","39334","Chicken Penne Casserole",5
"u_1oKVZq3XZc7rlFFpMKTJiO6avza","DWare5883","41101","Rustic Italian Tortellini Soup",5
"u_1oKVZq3XZc7rlFFpMKTJiO6avza","DWare5883","11767","Quick Cream of Mushroom Soup",5
"u_1oKVZq6jGTHyihxoH2RVdJkhrnL","Loiscooks","386","Hot Milk Cake",5
"u_1oKVZq6jGTHyihxoH2RVdJkhrnL","Loiscooks","16579","Chicken Wild Rice Soup",5
"u_1oKVZq6jGTHyihxoH2RVdJkhrnL","Loiscooks","36217","Creamy Macaroni and Cheese",5
"u_1oKVZq6jGTHyihxoH2RVdJkhrnL","Loiscooks","82745","Mamaw Emily’s Strawberry Cake",5
"u_1oKVZq6jGTHyihxoH2RVdJkhrnL","Loiscooks","1821","Blueberry French Toast",5
"u_1oKVZrio6gkgxWk5Rf9YriPLADZ","Appy_Girl","27675","Peanut Butter Cup Cheesecake",5
"u_1oKVZrio6gkgxWk5Rf9YriPLADZ","Appy_Girl","386","Hot Milk Cake",5
"u_1oKVZrio6gkgxWk5Rf9YriPLADZ","Appy_Girl","2912","Zucchini Pizza Casserole",5
"u_1oKVZrio6gkgxWk5Rf9YriPLADZ","Appy_Girl","17826","Amish Breakfast Casserole",5
"u_1oKVZrio6gkgxWk5Rf9YriPLADZ","Appy_Girl","1196","Pumpkin Bread",5
"u_1oKVZrsL1wk4KPtOJ5My718YJcV","KristineChayes","17826","Amish Breakfast Casserole",5
"u_1oKVZrsL1wk4KPtOJ5My718YJcV","KristineChayes","42386","Pumpkin Spice Cupcakes with Cream Cheese Frosting",5
"u_1oKVZrsL1wk4KPtOJ5My718YJcV","KristineChayes","41101","Rustic Italian Tortellini Soup",5
"u_1oKVZrsL1wk4KPtOJ5My718YJcV","KristineChayes","957","Sandy’s Chocolate Cake",5
"u_1oKVZrsL1wk4KPtOJ5My718YJcV","KristineChayes","23222","Baked Mushroom Chicken",5
